Word,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Status,SupportStrength,MatchCount,MatchExamples,Definitions,ExampleSentence,JmDictWordId
最高,さいこう,30,634,0,supported_exact,1,1,pokemon-scarlet-violet:term:最高(さいこう) via entry/front exact,"best,supreme,wonderful,finest,highest,maximum,most,uppermost,supreme",とは**最高**の状態で戦いたいしだから勝負はおあずけだよ…。,1293850
挑む,いどむ,30,2987,2,supported_exact,1,1,pokemon-scarlet-violet:term:挑む(いどむ) via entry/front exact,"to challenge to (a fight, game, etc.),to throw down the gauntlet,to contend for,to tackle (e.g. a problem),to attempt,to go after (a prize, record, etc.),to pressure (someone) for sex,to make advances to",,1428230
覚える,おぼえる,29,266,3,supported_exact,1,1,pokemon-scarlet-violet:term:覚える(おぼえる) via entry/front exact,"to memorize,to memorise,to commit to memory,to learn by heart,to bear in mind,to remember,to learn,to pick up,to acquire,to feel,to think,to regard",**覚えさせた**技とか育て方とかさそうです違いますふーんキミってアカデミー行ってて楽しかったりするの？,1206050
観測,かんそく,29,9779,0,supported_exact,1,1,pokemon-scarlet-violet:term:観測(かんそく) via entry/front exact,"observation,survey,measurement,opinion,prediction,thinking",えらーい博士は何考えてんだろうな**観測**ユニット入ろうぜ３つめ到着ー！,1214980
強さ,つよさ,29,2140,1,supported_exact,1,1,web-giapponese:term:強さ(つよさ) via entry/front exact,"strength,power",美しければ**強さ**はあとからついてくるのよ新生ルーキーとってもＱＴ！,1236120
手に入れる,てにいれる,29,1012,,supported_exact,1,1,web-giapponese:term:手に入れる(てにいれる) via entry/front exact,"to obtain,to get,to procure,to win,to secure",はスポーツキャップ（リーグ）を**手に入れた**！,1327230
終わる,おわる,29,193,0,supported_exact,1,1,pokemon-scarlet-violet:term:終わる(おわる) via entry/front exact,"to end,to come to an end,to finish,to close,to be over,to finish,to complete,to conclude,to finish doing,to be past its (one's) prime,to be awful,to be terrible,to suck,to be hopeless",……ウウッ……**終わった**ようだなビワちゃん…。,1589600
山,やま,28,928,2,supported_exact,1,1,pokemon-scarlet-violet:term:山(やま) via entry/front exact,"mountain,hill,mine,(mountain) forest,heap,pile,stack,mountain,protruding or high part of an object,crown (of a hat),thread (of a screw),tread (of a tire),climax,peak,critical point,guess,speculation,gamble,(criminal) case,crime,mountain climbing,mountaineering,festival float (esp. one mounted with a decorative halberd),deck (from which players draw cards),draw pile,stock,wall,wall tile,wild",次の勝負は２週間後のナッペ**山**大会だ！,1302680
説明,せつめい,28,534,0,supported_exact,1,1,pokemon-scarlet-violet:term:説明(せつめい) via entry/front exact,"explanation,exposition,description,account,caption,legend",とりあえず**説明させて**ほしいな！,1386460
知識,ちしき,28,2090,1,supported_exact,1,1,pokemon-scarlet-violet:term:知識(ちしき) via entry/front exact,"knowledge,information",日頃から**知識**を探究しているのだな……不正解！,1420590
登録,とうろく,28,4174,0,supported_exact,1,1,pokemon-scarlet-violet:term:登録(とうろく) via entry/front exact,"registration,accession,register,entry,record,subscription",あらかじめジムの場所マップアプリに**登録しちゃおっ**か！,1444810
歩く,あるく,28,408,2,supported_exact,1,1,pokemon-scarlet-violet:term:歩く(あるく) via entry/front exact,to walk,西門からずと**歩いていく**とセルクルタウンまで行けるよ！,1514320
急所,きゅうしょ,27,9248,"0,3",supported_exact,1,1,pokemon-scarlet-violet:term:急所(きゅうしょ) via entry/front exact,"vital part (of the body),tender spot,weak point,vitals,key point,essential point,crux (of a problem),heart (of a matter),male crotch (as a target in fighting),vital point,critical place to make a move",・９個・１０個・１１個４通常ポケモンの技が**急所**に当たる確率は？,1228750
交換,こうかん,27,2119,0,supported_exact,1,2,duel-masters-dm25:term:交換(こうかん) via entry/front exact | pokemon-scarlet-violet:term:交換(こうかん) via entry/front exact,"exchange,interchange,switching,reciprocity,barter,substitution,replacement,clearing (of checks, cheques)",,1271750
道具,どうぐ,27,1750,3,supported_exact,1,1,pokemon-scarlet-violet:term:道具(どうぐ) via entry/front exact,"tool,implement,instrument,utensil,apparatus,device,means,furniture",デリバードポーチで買った**道具**をパチリスに持たせたの！,1454180
以上,いじょう,26,316,1,supported_exact,1,1,pokemon-scarlet-violet:term:以上(いじょう) via entry/front exact,"not less than ...,... and over,... and above,... and upwards,... or more,beyond (e.g. one's expectations),above,more than,further than,the above,the above-mentioned,the aforementioned,the foregoing,since ...,seeing that ...,now that ...,once ...,that's all,that is the end,the end",最後にフラットルールはレベル５０**以上**のポケモンがレベル５０に統一される！,1155120
一番,いちばん,26,336,"2,3",supported_exact,1,1,pokemon-scarlet-violet:term:一番(いちばん) via entry/front exact,"number one,first,first place,best,most,game,round,bout,as a test,as an experiment,by way of experiment,by way of trial,tentatively,song (e.g. in noh),piece",スター団で**一番**強いボスさトレーナーでいうトップチャンピオン的な？,1165970
結晶,けっしょう,26,8073,0,supported_exact,1,1,pokemon-scarlet-violet:term:結晶(けっしょう) via entry/front exact,"crystal,crystallization,crystallisation,fruits (of labor, union, etc.)",大きなパイプがひしゃげた状態で横たわっている**結晶**体がユニットを浸食している…。？,1254870
種類,しゅるい,26,2124,1,supported_exact,1,1,pokemon-scarlet-violet:term:種類(しゅるい) via entry/front exact,"variety,kind,type,category,counter for kinds, species, etc.",タイプと技その１ポケモンにはくさほのおみずなど全部で１８**種類**のタイプがあります。,1328890
受付,うけつけ,26,5555,0,supported_exact,1,1,pokemon-scarlet-violet:term:受付(うけつけ) via entry/front exact,"reception (desk),information desk,receptionist,information clerk,receipt,acceptance",内容はジムごとに違うから**受付**の人に聞いてみて！,1588060
出会う,であう,26,709,"2,0",supported_exact,1,1,pokemon-scarlet-violet:term:出会う(であう) via entry/front exact,"to meet (by chance),to come across,to run across,to encounter,to happen upon,to meet (e.g. of rivers, highways, etc.),to emerge and engage (an enemy)",スパイスめぐりで**出会った**ポケモンオールスターだぜ！,1598530
数学,すうがく,26,6689,0,supported_exact,1,1,pokemon-scarlet-violet:term:数学(すうがく) via entry/front exact,mathematics,うちの子は**数学**が得意でーうちはバトル学がーしばふいい…。,1372980
全然,ぜんぜん,26,327,0,supported_exact,1,1,pokemon-scarlet-violet:term:全然(ぜんぜん) via entry/front exact,"(not) at all,(not) in the slightest,wholly,entirely,completely,totally,extremely,very",この前は勝負できなくてごめんねあ**全然**そんなんじゃないよ！,1395620
全部,ぜんぶ,26,231,1,supported_exact,1,1,pokemon-scarlet-violet:term:全部(ぜんぶ) via entry/front exact,"all,entire,whole,altogether",タイプと技その１ポケモンにはくさほのおみずなど**全部**で１８種類のタイプがあります。,1396130
威力,いりょく,25,4282,1,supported_exact,1,1,pokemon-scarlet-violet:term:威力(いりょく) via entry/front exact,"power,might,authority,influence",ポケモンが自分のタイプと同じ技を使うとその**威力**は１．５倍になります。,1587770
守る,まもる,25,302,2,supported_exact,1,1,pokemon-scarlet-violet:term:守る(まもる) via entry/front exact,"to protect,to guard,to defend,to keep (i.e. a promise),to abide (by the rules),to observe,to obey,to follow",マジボス殿がご帰還されるまで我らはアジトを**守り**続ける他なし！,1327120
正解,せいかい,25,1524,0,supported_exact,1,1,pokemon-scarlet-violet:term:正解(せいかい) via entry/front exact,"correct answer,right solution,correct interpretation,right decision,right choice,appropriate judgement",興味深い答えだが本当にあったらオーパーツものだ**正解**は財宝だよそう！,1376740
大きい,おおきい,25,410,3,supported_exact,1,1,duel-masters-dm25:term:大きい(おおきい) via entry/front exact,"big,large,great,loud,extensive,spacious,important,decisive,valuable,older,grown-up",威力が高ければダメージも**大きい**相手に刺さるタイプならさらに！,1588880
中間テスト,ちゅうかんテスト,25,29281,5,supported_exact,1,1,pokemon-scarlet-violet:term:中間テスト(ちゅうかんてすと) via entry/front exact,midterm (mid-semester) test or exam,ぜひ仲間と息を合わせてテラスタルシールドを打ち破ってくれ次回は**中間テスト**をおこなうぞ！,1927910
残念,ざんねん,24,660,3,supported_exact,1,1,pokemon-scarlet-violet:term:残念(ざんねん) via entry/front exact,"regrettable,unfortunate,disappointing,vexing",それは**残念**です数年前私がリノベーションのデザインをさせていただいたのですが…。,1304680
戦闘,せんとう,24,3377,0,supported_exact,1,2,gundam-arsenal-base:term:戦闘(せんとう) via entry/front exact | pokemon-scarlet-violet:term:戦闘(せんとう) via entry/front exact,"battle,fight,combat",テラスタルオーブを持ってると**戦闘**中にポケモンをテラスタルできるんだ！,1390420
仲間,なかま,24,568,3,supported_exact,1,1,pokemon-scarlet-violet:term:仲間(なかま) via entry/front exact,"companion,fellow,friend,mate,comrade,partner,colleague,coworker,associate,group,company,circle,set,gang,member of the same category (family, class)",まずスター大作戦のことあとは団の掟だね最近**仲間**増えてるじゃん？,1425790
本気,ほんき,24,589,1,supported_exact,1,1,pokemon-scarlet-violet:term:本気(ほんき) via entry/front exact,"seriousness,earnestness,truth,sanctity",わたしにとっての宝は**本気**の力をぶつけあえる対等なライバル…。,1522370
家庭科,かていか,23,26316,0,supported_exact,1,1,pokemon-scarlet-violet:term:家庭科(かていか) via entry/front exact,home economics,サワちゃんの**家庭科**の授業とってもためになるのよー！,1192300
開始,かいし,23,1454,0,supported_exact,1,2,duel-masters-dm25:term:開始(かいし) via entry/front exact | pokemon-scarlet-violet:term:開始(かいし) via entry/front exact,"start,commencement,beginning,initiation",時ハ満ちタ夢ノ礎トナリタまエ僕ノ楽園ハ壊セなイ殲滅準備ヲ**開始**スル…。,1202760
不思議,ふしぎ,23,679,0,supported_exact,1,1,pokemon-scarlet-violet:term:不思議(ふしぎ) via entry/front exact,"wonderful,marvelous,strange,incredible,amazing,curious,miraculous,mysterious,strangely enough,oddly enough,for some reason,curiously",**不思議な**記号が描かれたプレートが置いてある…。,1492570
